CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian,cvap.all_races(count),cvap.black_aa(count),cvap.white(count),pct_cvap.black_aa(%),pct_cvap.white(%),pct_cvap.all_races.within_state(%),land.area(square_miles),cvap.density(count/squaremiles),registered_within_county_cvap.democrats(%),registered_within_county_cvap.republicans(%),registered_within_county_cvap.libertarians(%),registered_within_county_cvap.green(%),registered_within_county_cvap.constitution(%),registered_within_county_cvap.unaffiliated(%),registered_within_county_cvap.total(%),pct_registered.within_race_cvap.black_aa(%),pct_registered.among_all_races_cvap.black_aa(%),pct_registered.among_registered.black_aa(%),pct_registered.within_race_cvap.white(%),pct_registered.among_all_races_cvap.white(%),pct_registered.among_registered.white(%),most_registrants(party),most_registered(%)
COLUMBUS,16738,8873,89,5,19,10158,22002,10731,944,2205,318,15720,18776,1386,35882,2020-09-19,0.0,43010,13261,26953,30.832364566379912,62.66682166937922,0.5801827852307936,953.15517578125,45.12381728898132,38.91653103929319,20.630086026505463,0.20692862125087189,0.011625203441060218,0.04417577307602883,23.61776331085794,83.42710997442455,80.92149913279542,24.95001162520344,29.906359734685914,81.63098727414388,51.15554522204138,61.31765230477677,democrats,38.91653103929319
CRAVEN,21437,25699,460,34,44,23244,49008,14664,162,7084,1667,30554,36765,3599,70918,2020-09-19,0.0,78104,16604,55120,21.258834374679914,70.57256990679095,1.0535828006897443,770.877392578125,101.31831696190845,27.446737683089214,32.90356447813172,0.5889583119942641,0.04353170132131517,0.05633514288640787,29.760319573901466,90.7994468913244,88.31606841724886,18.77496671105193,20.677402069996333,88.91146589259797,62.747106422206286,69.10516371020051,republicans,32.90356447813172
CUMBERLAND,94380,50026,1490,76,159,71066,89821,87188,2330,37856,12616,87749,109806,19642,217197,2020-09-19,2.0,241269,89866,114659,37.24722198044506,47.52330386415163,3.2545947549371856,658.12822265625,366.598774667681,39.11816271464631,20.734532824357874,0.6175679428355901,0.0315001098359093,0.06590154557775761,29.45508954735171,90.02275468460515,97.02000756682172,36.137257583858684,40.14235924068933,78.3375051238891,37.22857059962117,41.354622761824515,democrats,39.11816271464631
CURRITUCK,3591,8555,188,14,11,8909,18677,1088,46,1457,161,9935,10460,873,21268,2020-09-19,0.0,19843,1136,17563,5.724940785163533,88.50980194527037,0.26767186717820596,443.646337890625,44.72706817404638,18.097061936199164,43.113440507987704,0.9474373834601623,0.07055384770448017,0.055435166053520134,44.89744494280099,107.18137378420602,95.77464788732394,5.483041878748173,5.115666729358661,106.34287991800946,94.12387239832687,87.8173782208012,unaffiliated,44.89744494280099
DARE,7690,9713,199,18,13,11509,26480,517,35,2110,245,13183,14593,1366,29142,2020-09-19,0.0,27770,626,25786,2.254231184731725,92.85559956787901,0.3746030212940976,1248.6279296875,22.240412327593962,27.69175369103349,34.97659344616493,0.7166006481814908,0.06481814908174288,0.04681310767014764,41.44400432120994,104.94058336334173,82.58785942492013,1.8617212819589486,1.774071786425091,102.69138292096487,95.35469931580843,90.86541761032187,unaffiliated,41.44400432120994
DAVIDSON,23526,52668,514,32,60,33306,88538,10225,252,11089,2184,48419,54976,6711,110106,2020-09-19,2.0,122830,11529,105834,9.386143450297158,86.16298949767972,1.6569135435921503,567.52353515625,216.43155286270652,19.153301310754703,42.87877554343402,0.41846454449238785,0.026052267361393797,0.04884800130261337,27.11552552308068,89.6409671904258,88.68939196808049,8.324513555320362,9.28650573084119,83.65742577999508,72.08173898884637,80.41160336403102,republicans,42.87877554343402
DAVIE,5051,15796,142,8,23,9655,25677,1876,35,3087,558,13678,15200,1797,30675,2020-09-19,0.0,31801,1897,28512,5.965221219458508,89.6575579384296,0.4289791386450702,266.549169921875,119.30631788994431,15.88314832866891,49.671393981321344,0.44652683877865473,0.025156441621332664,0.0723247696613314,30.360680481745856,96.45923084179742,98.8929889298893,5.899185560202509,6.115729421352893,90.05681818181819,80.74274393886985,83.70660146699267,republicans,49.671393981321344
DUPLIN,12371,8729,107,6,21,8725,17973,8440,51,3495,1645,12811,15299,1849,29959,2020-09-19,0.0,39263,11237,25046,28.61982018694445,63.79033695845962,0.5296376818534445,819.26748046875,47.92451908079566,31.50803555510277,22.23212693884828,0.27252120316837736,0.01528156279448845,0.053485469780709574,22.221939230318622,76.30338996001325,75.10901486161787,21.49606499758042,28.1718348409493,71.75996167052624,45.77592135089015,59.991989051703996,democrats,31.50803555510277
DURHAM,127731,26119,1208,129,77,79758,110076,78279,597,46067,9632,94055,119094,21873,235022,2020-09-19,3.0,213778,85724,107439,40.09954251606807,50.25727623983759,2.883755300187598,298.5773681640625,715.9886273849568,59.74936616490004,12.217814742396317,0.565072177679649,0.060342972616452585,0.03601867357726239,37.30879697630252,109.93741170747224,91.31515094955905,36.616957778630166,33.30709465496847,102.45441599419205,51.490798866113444,46.83646637336079,democrats,59.74936616490004
EDGECOMBE,22975,6162,90,8,14,5592,12081,20538,72,2150,442,14543,19037,1261,34841,2020-09-19,0.0,40298,23365,15945,57.98054494019554,39.567720482406074,0.543599299679854,506.72197265625,79.52684543904188,57.012754975433026,15.291081443247803,0.2233361457144275,0.019852101841282447,0.03474117822224428,13.876619187056429,86.4583850315152,87.90070618446394,50.96530845203236,58.94779139519532,75.76669802445907,29.979155293066654,34.67466490628857,democrats,57.012754975433026
FORSYTH,103511,74337,1450,106,139,83205,159378,68760,511,34098,10703,109616,134771,18361,262748,2020-09-19,1.0,265476,71907,172547,27.08606427699679,64.99532914463077,3.5811347382452956,412.05966796875,644.265917381978,38.99071855836309,28.001401256610766,0.5461887326914674,0.03992827976916934,0.052358781961457906,31.34181620937486,98.97241181877081,95.62351370520256,25.900646386113998,26.169561709318433,92.36787657855541,60.03480540613841,60.658121089408866,democrats,38.99071855836309
FRANKLIN,16907,14415,278,21,35,14075,28657,11010,133,5931,1136,19371,22131,4229,45731,2020-09-19,0.0,48112,12880,32786,26.77086797472564,68.14516129032258,0.6490061418977899,494.820751953125,97.2311686809726,35.140921183904226,29.961340206185568,0.5778184236780844,0.04364815430661789,0.07274692384436315,29.254655803126038,95.05113069504489,85.48136645962732,22.884103757898238,24.075572368852637,87.40620996766913,59.56310276022614,62.66427587413352,democrats,35.140921183904226
GASTON,41767,56916,934,50,124,46373,104202,24435,325,17202,4013,62265,74033,9866,146164,2020-09-19,0.0,160890,25578,126462,15.897818385232146,78.6015289949655,2.1703233740009855,363.5851318359375,442.50984408405145,25.95997265212257,35.3757225433526,0.5805208527565417,0.031077133445211014,0.07707129094412331,28.822798185095408,90.84716265771645,95.53131597466573,15.187395114674622,16.717522782627732,82.3978744603122,64.76598918515757,71.29115240414876,republicans,35.3757225433526
GATES,3847,1891,33,0,5,2390,5008,2597,18,543,42,3598,4108,460,8166,2020-09-19,0.0,9142,3145,5795,34.40166265587399,63.388755195799604,0.12332087939037237,345.696435546875,26.44516708868519,42.080507547582584,20.68475169547145,0.3609713410632247,0.0,0.05469262743382192,26.14307591336688,89.32399912491796,82.57551669316375,28.407350689127107,31.80259613029635,86.4193270060397,54.780135637716036,61.32745530247367,democrats,42.080507547582584
GRAHAM,1404,2828,21,0,6,1668,5465,4,266,192,21,2806,3003,118,5927,2020-09-19,0.0,6748,13,6049,0.19264967397747482,89.64137522228809,0.09102705033102523,301.4247802734375,22.38701142579768,20.80616478956728,41.90871369294606,0.3112033195020747,0.0,0.08891523414344991,24.718435091879076,87.83343212803794,30.76923076923077,0.05927682276229994,0.06748776784207862,90.34551165481898,80.98695909899229,92.20516281423991,republicans,41.90871369294606
GRANVILLE,17317,9984,157,9,21,11281,22658,11875,79,4156,822,16150,19055,3564,38769,2020-09-19,1.0,45207,14691,27815,32.49717964032119,61.52808193421373,0.609819185583085,536.306884765625,84.29315618380735,38.30601455526799,22.085075320193777,0.34729134868493816,0.019908421262193908,0.04645298294511912,24.95410002875661,85.75884265711062,80.8318017834048,26.268055832061407,30.630142639737937,81.45964407693691,50.120556550976616,58.44360184683639,democrats,38.30601455526799
GREENE,5534,2339,22,4,4,3193,6094,4006,11,985,425,4882,5813,401,11096,2020-09-19,0.0,15373,6093,8262,39.63442399011254,53.743576400182135,0.20737386555110418,266.3340576171875,57.72074415693476,35.99817862486177,15.214987315423144,0.14310804657516424,0.026019644831848047,0.026019644831848047,20.7701814870227,72.17849476354648,65.74757918923355,26.058674299095816,36.10310021629416,73.75938029532801,39.6409289013205,54.92069214131219,democrats,35.99817862486177
GUILFORD,163114,92003,2141,171,175,114926,195843,125471,976,50238,10989,157245,196671,18614,372530,2020-09-19,2.0,377164,129996,217532,34.4667041393134,57.67570605890276,5.087748430801838,657.76396484375,573.4032573365345,43.247499761377014,24.393367341527824,0.5676575707119449,0.04533836739455516,0.046398914000275744,30.471094802261085,98.7713567572727,96.51912366534354,33.266960791591984,33.680777387056075,90.0295128992516,51.9251572260343,52.571068101897836,democrats,43.247499761377014
HALIFAX,22825,4737,106,9,7,9204,14215,19392,1064,2217,257,15852,19701,1335,36888,2020-09-19,0.0,40163,21098,16426,52.530936434031325,40.898339267485,0.5417782190938006,731.264111328125,54.92270081059467,56.830914025346715,11.794437666508976,0.263924507631402,0.02240868461021338,0.017428976919054852,22.91661479471155,91.84572865572791,91.91392549056782,48.2832457734731,52.569941444372155,86.53963229027153,35.39327241490925,38.53556712209933,democrats,56.830914025346715
HARNETT,25004,28176,602,31,60,24624,49012,16652,457,12373,3818,32958,39330,6209,78497,2020-09-19,3.0,91068,20022,61667,21.985768876004744,67.71533359687267,1.2284604948941622,601.185986328125,151.4805768448093,27.456406201958977,30.93951772302016,0.6610444942240963,0.03404049721087539,0.06588483331137172,27.039135590986955,86.19602934071243,83.1685146339027,18.285237405016034,21.21354956240366,79.47848930546321,53.81912417094918,62.4380549575143,republicans,30.93951772302016
HAYWOOD,14231,15070,296,15,26,15382,41883,469,113,2555,419,20294,23317,1409,45020,2020-09-19,0.0,48576,498,46323,1.025197628458498,95.3619071146245,0.6552652633194845,554.476708984375,87.60692597706364,29.296360342555996,31.02355072463768,0.6093544137022397,0.030879446640316204,0.05352437417654809,31.665843214756258,92.67951251646903,94.17670682730923,0.9654973649538867,1.0417592181252777,90.41512855385014,86.2215909090909,93.03198578409595,unaffiliated,31.665843214756258
HENDERSON,17579,31734,521,39,41,35627,74600,2397,147,8397,2074,37002,43883,4656,85541,2020-09-19,0.0,87030,2780,78722,3.19430081581064,90.45386648282202,1.1739899511424312,375.0859130859375,232.0268422878899,20.198782029185338,36.46328852119959,0.5986441456968862,0.0448121337469838,0.047110191887854765,40.93645869240492,98.28909571412157,86.22302158273381,2.75422268183385,2.8021650436632726,94.76385254439674,85.71756865448695,87.20964215989993,unaffiliated,40.93645869240492
HERTFORD,10107,1494,38,7,9,3081,4636,9165,94,841,99,6181,8083,472,14736,2020-09-19,0.0,18989,11346,6811,59.75038179998947,35.868134182948026,0.2561518462856903,361.4178466796875,52.54029421748316,53.225551635157196,7.86771288640792,0.2001158565485281,0.036863447258939384,0.0473958607614935,16.225183000684606,77.60282268681868,80.77736647276573,48.26478487545421,62.19462540716612,68.06636323594186,24.41413449892043,31.460369163952226,democrats,53.225551635157196
HOKE,14103,6955,253,14,31,10502,13110,12369,2005,4373,2104,13970,17084,804,31858,2020-09-19,1.0,36475,13412,16039,36.77039067854695,43.972583961617545,0.492028995379986,392.3287353515625,92.97050333903036,38.6648389307745,19.067854694996573,0.6936257710760795,0.03838245373543523,0.08498971898560657,28.792323509252913,87.3420150788211,92.22338204592901,33.91089787525703,38.82541276916316,81.73826298397655,35.942426319396844,41.151359156255886,democrats,38.6648389307745
HYDE,1537,562,17,1,0,999,2275,638,1,202,35,1392,1570,154,3116,2020-09-19,0.0,4052,1386,2499,34.20533070088845,61.67324777887463,0.054659396553247516,1378.1888671875,2.9400905031753775,37.93188548864758,13.86969397828233,0.41954590325765057,0.024679170779861797,0.0,24.654491609081933,76.90029615004936,46.03174603174603,15.745310957551826,20.474967907573813,91.03641456582633,56.14511352418559,73.01026957637997,democrats,37.93188548864758
IREDELL,28537,52787,711,45,67,44228,98541,13774,217,13843,3393,56050,62568,7757,126375,2020-09-19,0.0,125492,15151,103122,12.073279571606157,82.17416249641411,1.6928225548519589,593.16591796875,211.56306557486894,22.740094986134576,42.06403595448315,0.5665699805565295,0.035858859528894275,0.05338985752079814,35.24368087208747,100.70363051031141,90.91149099069368,10.975998470021993,10.899307616221563,95.5576889509513,78.52373059637267,77.97507418397626,republicans,42.06403595448315
JACKSON,9316,7840,191,15,9,10826,23421,612,1369,2795,567,12283,14114,1800,28197,2020-09-19,0.0,34210,856,29295,2.502192341420637,85.63285589009061,0.46147530999175657,494.860205078125,69.13063456900757,27.23180356620871,22.917275650394622,0.5583162817889507,0.043846828412744815,0.026308097047646885,31.64571762642502,82.4232680502777,71.49532710280374,1.7889505992399883,2.1704436642195977,79.94879672299027,68.46243788365975,83.06202787530589,unaffiliated,31.64571762642502
JOHNSTON,39116,52973,952,44,135,44672,96881,21904,384,18723,5939,61389,70793,5710,137892,2020-09-19,0.0,131255,21604,100022,16.459563445202086,76.2043350729496,1.7705624616477056,795.70380859375,164.95459564529094,29.801531370233516,40.358843472629616,0.7253057026398995,0.033522532474953334,0.10285322463906137,34.03451297093444,105.05656927355149,101.38863173486392,16.688126166622222,15.88489542540539,96.85969086800904,73.81128337968077,70.25860818611667,republicans,40.358843472629616
JONES,3083,2069,32,2,1,2075,4447,2291,15,509,73,3222,3689,351,7262,2020-09-19,0.0,7626,2507,4960,32.87437713086808,65.04065040650407,0.10287081888328371,474.618408203125,16.067644803056734,40.42748492001049,27.13086808287438,0.4196170993968004,0.026226068712300026,0.013113034356150013,27.20954628901128,95.2268554943614,91.3841244515357,30.04196170993968,31.547782979895345,89.65725806451613,58.31366378179911,61.23657394657119,democrats,40.42748492001049
LEE,13479,11079,221,8,32,12536,24162,7292,135,5765,2687,15794,19046,2515,37355,2020-09-19,1.0,41586,8655,28283,20.812292598470638,68.01086904246621,0.5609737574193858,259.2414794921875,160.41414391501044,32.41235031020055,26.641177319290147,0.5314288462463329,0.019237243303034675,0.0769489732121387,30.144760255855335,89.82590294810754,84.25187752744078,17.534747270716107,19.52081381341186,85.4294098928685,58.10128408599048,64.6821041359925,democrats,32.41235031020055
LENOIR,18362,9916,121,3,13,9120,19155,15516,64,2800,633,15822,19789,1924,37535,2020-09-19,0.0,42517,17241,23189,40.55083848813416,54.540536726485875,0.573532468720243,401.9778564453125,105.76950774348006,43.18743090998895,23.322435731589717,0.2845920455347273,0.00705600112896018,0.030576004892160783,21.45024343203895,88.28233412517346,89.99477988515747,36.49363783898205,41.33741840948448,82.6038207770926,45.05256720841075,51.032369788197684,democrats,43.18743090998895
LINCOLN,12213,27987,323,19,38,19708,50521,3133,84,6549,1535,26793,29295,4200,60288,2020-09-19,1.0,61892,3374,55369,5.451431525883797,89.4606734311381,0.8348912565334639,307.111279296875,201.52955678378362,19.73276029212176,45.219091320364505,0.5218768176824146,0.030698636334259677,0.061397272668519354,31.842564467136302,97.40838880630776,92.85714285714286,5.062043559749241,5.196722399150743,91.24419801694089,81.62767401279649,83.79942940552017,republicans,45.219091320364505
MACON,5825,11388,151,19,14,9137,24701,182,55,1596,366,12160,13935,439,26534,2020-09-19,0.0,26906,370,25490,1.3751579573329369,94.73723333085557,0.3629481055433558,519.645556640625,51.77760043584395,21.64944622017394,42.32513194083104,0.5612131123169554,0.07061621943061028,0.05203300379097599,33.95896825986769,98.61740875641121,49.189189189189186,0.6764290492826879,0.6859124142609482,96.90466849744998,91.80480190292128,93.09188211351474,republicans,42.32513194083104
MADISON,5818,4515,111,11,10,6240,15171,168,29,1337,160,7584,8041,1080,16705,2020-09-19,0.0,17302,349,16421,2.0171078488036067,94.90810310946712,0.233395083702934,451.763671875,38.298785575630234,33.626170384926596,26.095249104149808,0.6415443301352445,0.06357646514853774,0.05779678649867068,36.065194775170504,96.54953184602937,48.137535816618914,0.9709860131776673,1.0056869200838072,92.38779611473113,87.68350479713328,90.8171206225681,unaffiliated,36.065194775170504
MARTIN,8800,3385,37,5,8,3927,8613,6788,29,732,132,7038,8723,401,16162,2020-09-19,0.0,18005,7664,9870,42.56595390169397,54.81810608164399,0.24287819223623436,462.456005859375,38.933433173911496,48.87531241321855,18.800333240766452,0.20549847264648707,0.027770063871146902,0.044432102193835046,21.81060816439878,89.76395445709525,88.56993736951983,37.70063871146904,41.999752505877986,87.26443768996961,47.83671202443766,53.29167182279421,democrats,48.87531241321855
MCDOWELL,6767,11986,160,13,14,9901,26709,805,29,1297,398,13396,14823,622,28841,2020-09-19,1.0,34704,1327,32124,3.8237667127708623,92.56569847856154,0.4681391159881298,448.05595703125,77.45461131672789,19.49919317657907,34.53780544029507,0.46104195481788846,0.037459658828953434,0.04034117104656524,28.529852466574457,83.105693868142,60.66314996232102,2.3196173351775013,2.791165354876738,83.14344415390363,76.96230982019364,92.60774591727055,republicans,34.53780544029507
